StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q1,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q1,Q2,Q3,Q4,Q5,Q6,Q6_16_TEXT,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q1,Q2,Q3,Q4,Q5,Q5_13_TEXT,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q1,Q2,Q3,Q4,Q5,Q5_17_TEXT,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q1,Q2,Q3,Q4,Q4_4_TEXT,Q5,Q5_13_TEXT,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q1,Q1_11_TEXT,Q2,Q2_11_TEXT,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q1,Q1_9_TEXT,Q2,Q2_7_TEXT,Q3,Q3_6_TEXT,Q4,Q4_6_TEXT,Q5,Q5_7_TEXT,Q6,Q7,Q8,Q8_4_TEXT
5/1/24 8:52,5/1/24 9:34,IP Address,100,2560,TRUE,5/1/24 9:34,R_5uO01xDvX0outvD,anonymous,EN,1,Agree,I have extensive experience with open science practices,10,10,10,10,10,Very much against,High,0,0,No,,,,0,0,100,0,0,Very much in favor,High,4,2014,,,No,3,0,5,75,15,5,Very much in favor,High,7,2021,,,Yes,25,0,10,70,10,10,Very much in favor,0,0,,,,,No,10,10,20,50,10,10,5,2,4,6,3,7,1,,1,3,6,5,2,4,3,1,6,5,4,2,Other (explain below),NIH,,,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,White,,Prefer not to say,,Other (please explain),I  sometimes do different things.,University,,Associate Professor,,8,50,Other (Please explain),I'm all over the map.
5/1/24 9:23,5/1/24 9:35,IP Address,100,731,TRUE,5/1/24 9:35,R_3OHTzHU9XvGlZRK,anonymous,EN,0.400000006,Agree,I have some experience with open science practices,5,6,2,6,4,In favor,Low,2,2019,Yes,"I didn’t want others to use my findings before peer review,I didn’t want to dilute attention to the scholarly work when it was published ,Given the nature of the research, it was almost not possible",,2,10,20,10,35,25,In favor,Moderate,0,0,"I didn't want others to use my plans for their own research,I was nervous that someone would discover a mistake,It didn't seem relevant for my work",,No,0,30,20,5,23,22,Very much in favor,High,23,2019,"The data were too difficult to anonymize (human subjects),I didn’t want to lose control over how the data were used,I didn't want to be asked questions about using data,I didn't know of a suitable repository,It didn't seem relevant for my work",,Yes,15,23,15,10,20,32,In favor,0,0,"Comment in the manuscript that I can be contacted for materials,Repository",,"I didn't perceive my field to be in favor of this,I was unfamiliar with the practice,I didn't know of a suitable registry,My collaborators were opposed to doing it",,"No, there were not original materials to share",0,30,15,10,30,15,4,2,1,3,5,6,7,"I did not want to share my ideas/data,Lack of knowledge of suitable registries",2,4,5,3,1,6,2,1,3,5,4,6,"Training from professional organizations,Colleague or peer,Doctoral training program",,"Training from professional organizations,Training from your institution,Colleague or peer,Doctoral training program",,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,White,,Cisgender man,,Basic researcher,,University,,Assistant Professor ,,3,5,I mainly conduct single-case design research,
5/1/24 9:34,5/1/24 9:46,IP Address,100,700,TRUE,5/1/24 9:46,R_52PhoPiQGlW8AnU,anonymous,EN,0.899999976,Agree,I have extensive experience with open science practices,10,10,10,10,10,"Neither in favor nor against (i.e., neutral)",High,5,2020,No,,,5,10,10,70,5,5,In favor,High,10,2020,"It was too time consuming,I didn't want others to use my plans for their own research,My collaborators were opposed to doing it,Other (explain below)",the  process asks the wrong questions,Yes,20,10,10,60,10,10,In favor,High,5,2015,"The data were proprietary, or access was restricted,The data were too difficult to anonymize (human subjects),I didn’t want to lose control over how the data were used,I didn't want to have to update the data with fixes,My collaborators were opposed to doing it,Other (explain below)",IRB issues,No,2,80,10,8,1,1,Very much in favor,10,2015,"Supplemental materials,Repository",,"It was too time consuming,It was too difficult,My collaborators were opposed to doing it,I won't be credited for it",,No,5,0,10,70,10,10,4,1,6,5,7,2,3,"Too time consuming/lack of support,Opposition from collaborators ",3,2,4,5,6,1,3,2,4,5,6,1,"Conference presentation or workshop,Journal publication or scholarly work,Training from professional organizations,Colleague or peer,Other (explain below)",grant agencies...NSF etc,Training from professional organizations,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Prefer to self-describe:,human,Prefer not to say,,Other (please explain),I do not  identify as a behavior analyst. I am a behavioral scientist,University,,Professor,,29,150,Other (Please explain),all  of the above plus quant modeling
5/1/24 9:35,5/1/24 9:46,IP Address,100,690,TRUE,5/1/24 9:46,R_7rqZFbu7n94dHrP,anonymous,EN,1,Agree,I have some experience with open science practices,2,2,8,5,5,In favor,Low,0,0,No,,,,0,0,0,100,0,"Neither in favor nor against (i.e., neutral)",,0,0,"I was unfamiliar with the practice,I didn't know of a suitable registry",,No,20,0,0,0,100,0,In favor,Low,10,2010,"I was unfamiliar with the practice,I didn't know of a suitable repository",,No,20,0,0,0,100,0,In favor,20,1980,Comment in the manuscript that I can be contacted for materials,,"I was unfamiliar with the practice,I didn't know of a suitable registry",,No,20,0,0,0,100,0,1,3,6,2,4,7,5,"Lack of knowledge of open science practices,Lack of knowledge of suitable registries",2,3,4,5,6,1,2,3,4,5,6,1,Journal publication or scholarly work,,Journal publication or scholarly work,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,White,,Cisgender man,,Basic researcher,,,,Professor,,55,450,I mainly conduct group design research,
5/1/24 9:32,5/1/24 9:46,IP Address,100,841,TRUE,5/1/24 9:46,R_3Ry6sgkyuafqG65,anonymous,EN,1,Agree,I have extensive experience with open science practices,10,6,10,10,10,Against,Moderate,0,0,No,,,2,25,25,25,15,10,In favor,Moderate,0,0,Other (explain below),"Preprints and preregistration are searchable, so it makes the peer-review process unblinded if a reviewer does a Google search on the topic, or uses the paper's title, etc.",No,5,10,20,50,10,10,"Neither in favor nor against (i.e., neutral)",Moderate ,1,2022,,,No,5,5,10,50,20,15,Very much in favor,30,2023,"Supplemental materials,Comment in the manuscript that I can be contacted for materials,Repository,Other (explain below)",Conversation with colleagues,,,Yes,25,0,0,30,20,50,1,2,5,3,4,6,7,"Lack of knowledge of open science practices,Lack of knowledge of suitable registries,It did not seem relevant ,Opposition from collaborators ",1,6,5,3,4,2,1,6,4,5,2,3,"Conference presentation or workshop,Journal publication or scholarly work,Colleague or peer,Online webinar, blog, or podcast,Social media",,"Journal publication or scholarly work,Training from professional organizations",,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,White,,Cisgender man,,Translational researcher,,University,,Associate Professor,,11,35,I mainly conduct single-case design research,
5/1/24 9:44,5/1/24 9:51,IP Address,100,395,TRUE,5/1/24 9:51,R_5LMqlNilYCPY5XA,anonymous,EN,1,Agree,I have extensive experience with open science practices,10,10,10,10,10,Against,Moderate,0,0,No,,,15,20,20,20,20,20,In favor,Moderate,0,0,I didn't know of a suitable registry,,No,4,20,20,20,20,20,Very much in favor,High,10,2020,,,Yes,85,0,0,40,40,20,Very much in favor,10,2020,"Supplemental materials,Comment in the manuscript that I can be contacted for materials,Repository",,,,Yes,50,0,0,40,40,20,1,3,6,2,7,5,4,Lack of knowledge of suitable registries,4,6,3,2,5,1,2,6,3,4,5,1,"Conference presentation or workshop,Journal publication or scholarly work,Colleague or peer,Online webinar, blog, or podcast",,,,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,White,,Cisgender man,,Basic researcher,,University,,Professor,,11,22,I mainly conduct group design research,
5/1/24 9:48,5/1/24 9:57,IP Address,100,517,TRUE,5/1/24 9:57,R_1PblduAJUl63R0i,anonymous,EN,1,Agree,"I am aware of open science, but have not used open science practices in my research",9,6,10,9,10,"Neither in favor nor against (i.e., neutral)",Moderate,2,2021,No,,,5,0,33,0,0,67,Very much in favor,High,4,2020,"It was too time consuming,I didn't perceive my field to be in favor of this,I didn't know of a suitable registry",,No,10,0,0,5,0,95,Very much in favor,Low,0,0,"I was nervous that someone would discover a mistake,I was unfamiliar with the practice,I didn’t want to lose control over how the data were used,I didn't want to have to update the data with fixes,I didn't know of a suitable repository,I won’t be credited for it",,No,2,0,25,25,0,50,Very much in favor,6,2022,"Supplemental materials,Comment in the manuscript that I can be contacted for materials",,"It was too time consuming,I didn't know of a suitable registry",,Yes,50,0,0,50,0,50,4,2,7,3,5,6,1,"Lack of knowledge of open science practices,Too time consuming/lack of support,Lack of direct benefit to me",1,2,6,5,4,3,1,2,6,5,4,3,"Journal publication or scholarly work,Mentor or advisor,Colleague or peer,Doctoral training program",,"Journal publication or scholarly work,Training from your institution",,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,"White,Hispanic, Latino, or Spanish",,Cisgender man,,Scientist-practitioner,,Private clinic,,Assistant Professor ,,3,8,I mainly conduct single-case design research,
5/1/24 9:44,5/1/24 10:00,IP Address,100,904,TRUE,5/1/24 10:00,R_7j68f92PrGmxd8D,anonymous,EN,0.899999976,Agree,"I am aware of open science, but have not used open science practices in my research",10,5,0,,,Against,High,0,0,No,,,0,50,50,0,0,0,Against,Moderate,0,0,"I didn't want others to use my plans for their own research,I didn't know of a suitable registry,It didn't seem relevant for my work",,No,0,50,50,0,0,0,Against,Moderate ,0,0,"It was too time consuming,I didn’t think it was important,Other (explain below)",Why?,No,10,0,0,100,0,0,Very much in favor,10,2005,"Supplemental materials,Comment in the manuscript that I can be contacted for materials",,I didn't think it was important,,Yes,50,0,0,0,100,0,3,5,1,4,2,6,7,"Lack of knowledge of open science practices,Too time consuming/lack of support,I did not want to share my ideas/data,Lack of knowledge of suitable registries,It did not seem relevant ,Lack of direct benefit to me",2,6,1,3,5,4,5,6,2,1,4,3,"Online webinar, blog, or podcast",,Conference presentation or workshop,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"Hispanic, Latino, or Spanish",,Cisgender man,,Translational researcher,,University,,Professor,,18,100,I mainly conduct single-case design research,
5/1/24 9:57,5/1/24 10:15,IP Address,100,1062,TRUE,5/1/24 10:15,R_2qz1JYhFYyNoAgL,anonymous,EN,1,Agree,"I am aware of open science, but have not used open science practices in my research",5,5,5,5,5,"Neither in favor nor against (i.e., neutral)",Low,0,0,No,,,5,5,5,75,10,5,"Neither in favor nor against (i.e., neutral)",Low,0,0,"I was unfamiliar with the practice,Other (explain below)",It hasn't occurred to me to consider it,No,5,10,15,50,15,10,"Neither in favor nor against (i.e., neutral)",Moderate ,0,0,"I didn’t perceive my field to be in favor of this,Other (explain below)",I have been concerned about which human subject data could be shared that would maintain confidentiality,No,5,20,30,40,5,5,"Neither in favor nor against (i.e., neutral)",0,0,,,I didn't think it was important,,No,25,10,15,50,15,10,1,7,3,2,4,5,6,"Lack of knowledge of open science practices,Lack of knowledge of suitable registries,It did not seem relevant ",6,3,1,2,5,4,6,2,3,4,5,1,Other (explain below),I've seen work from a couple of colleagues come into my google scholar alerts,"Conference presentation or workshop,Training from professional organizations,Training from your institution,Mentor or advisor,Colleague or peer,Social media",,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,White,,Cisgender woman,,Applied researcher,,University,,Assistant Professor ,,6,45,I mainly conduct single-case design research,
5/1/24 10:12,5/1/24 10:32,IP Address,100,1208,TRUE,5/1/24 10:32,R_7t7X6XGe5k8XOlX,anonymous,EN,1,Agree,I have some experience with open science practices,4,,5,5,7,"Neither in favor nor against (i.e., neutral)",None,0,0,No,,,5,5,15,50,30,0,In favor,Moderate,0,0,It was too time consuming,,No,5,0,5,75,15,5,In favor,Low,0,0,,,No,5,10,25,20,25,20,Very much in favor,0,0,,,,,No,25,0,10,30,45,15,1,2,5,3,4,6,7,"Too time consuming/lack of support,Lack of knowledge of suitable registries,It did not seem relevant ",1,2,5,4,3,6,1,2,5,4,3,6,"Journal publication or scholarly work,Training from your institution,Online webinar, blog, or podcast",,"Conference presentation or workshop,Training from professional organizations,Training from your institution,Mentor or advisor,Doctoral training program",,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,White,,Cisgender man,,Scientist-practitioner,,University,,Doctoral Student ,,4,4,I mainly conduct single-case design research,
5/1/24 10:11,5/1/24 10:49,IP Address,100,2266,TRUE,5/1/24 10:49,R_3s5jWbhrRUl0WWa,anonymous,EN,1,Agree,"I am aware of open science, but have not used open science practices in my research",5,6,1,6,6,"Neither in favor nor against (i.e., neutral)",Low,0,0,No,,,3,50,10,20,20,0,"Neither in favor nor against (i.e., neutral)",Low,0,0,"I was unfamiliar with the practice,I didn't know of a suitable registry,It didn't seem relevant for my work,Other (explain below)",Unsure how to deal with deviations from protocol and upkeep,No,1,10,20,40,20,10,Very much in favor,Low,0,0,"I was unfamiliar with the practice,I didn't know of a suitable repository,Other (explain below)",It was not part of my IRB,No,10,3,5,40,50,2,Very much in favor,25,2018,"Supplemental materials,Comment in the manuscript that I can be contacted for materials",,,,Yes,25,0,0,30,50,20,1,2,6,3,5,7,4,"Lack of knowledge of open science practices,Too time consuming/lack of support,Lack of knowledge of suitable registries",1,2,5,4,3,6,6,5,3,2,1,4,"Conference presentation or workshop,Journal publication or scholarly work,Training from your institution,Mentor or advisor,Colleague or peer",,"Conference presentation or workshop,Journal publication or scholarly work,Training from professional organizations,Training from your institution,Mentor or advisor,Colleague or peer,Doctoral training program,Online webinar, blog, or podcast,Journal club,Social media",,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,White,,Cisgender woman,,Applied researcher,,University,,Professor,,12,30,I mainly conduct single-case design research,
5/1/24 10:31,5/1/24 11:05,IP Address,100,2068,TRUE,5/1/24 11:05,R_34Yb53TiVrqCAnf,anonymous,EN,0.800000012,Agree,"I am aware of open science, but have not used open science practices in my research",4,4,5,5,5,"Neither in favor nor against (i.e., neutral)",Low,0,0,No,,,,0,0,100,0,0,"Neither in favor nor against (i.e., neutral)",Low,0,0,"I was unfamiliar with the practice,I didn't know of a suitable registry,It didn't seem relevant for my work,I didn't think it was important",,,30,0,0,85,15,0,In favor,Low,0,0,"It was too time consuming,I was unfamiliar with the practice,I didn't know of a suitable repository,It didn't seem relevant for my work,I didn’t think it was important",,No,10,0,15,70,15,0,Very much in favor,0,0,,,"I was unfamiliar with the practice,I didn't know of a suitable registry,It didn't seem relevant for my work",,No,15,0,0,100,0,0,1,3,5,2,6,7,4,"Lack of knowledge of open science practices,Lack of knowledge of suitable registries,It did not seem relevant ",3,6,5,4,2,1,4,5,3,6,1,2,"Conference presentation or workshop,Journal publication or scholarly work",,"Conference presentation or workshop,Journal publication or scholarly work,Training from professional organizations,Training from your institution,Online webinar, blog, or podcast",,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,White,,Cisgender man,,Basic researcher,,University,,Professor,,16,25,Other (Please explain),conceptual/theoretical and empirical
5/1/24 11:03,5/1/24 11:19,IP Address,100,969,TRUE,5/1/24 11:19,R_3eLQDuJLMFE2G8y,anonymous,EN,0.899999976,Agree,I have extensive experience with open science practices,10,10,9,10,8,Very much in favor,High,15,2018,Yes,,,30,0,10,60,20,10,In favor,Moderate,5,2020,I was unfamiliar with the practice,,Yes,20,10,10,50,20,10,Very much in favor,High,15,2017,I was unfamiliar with the practice,,Yes,20,0,10,70,10,10,Very much in favor,10,2018,Repository,,,,Yes,15,0,0,90,10,0,1,2,3,7,4,5,6,"Too time consuming/lack of support,Opposition from collaborators ",3,1,5,6,4,2,2,1,5,6,4,3,"Journal publication or scholarly work,Mentor or advisor",,"Journal publication or scholarly work,Mentor or advisor,Colleague or peer",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Basic researcher,,University,,Other (please explain),Researcher - Staff,1,20,I mainly conduct group design research,
5/1/24 10:17,5/1/24 11:57,IP Address,100,5960,TRUE,5/1/24 11:57,R_1AGa2qsrHTx1vYl,anonymous,EN,1,Agree,I have some experience with open science practices,7,0,7,7,,Very much in favor,None,0,0,No,,,0,10,20,40,20,10,"No opinion (i.e., I did not know anything about preregisteration before this survey)",None,0,0,Other (explain below),Had no knowledge,No,0,10,20,40,20,10,In favor,None,0,0,Other (explain below),No knowledge,No,0,10,20,40,20,10,In favor,0,0,"Supplemental materials,Comment in the manuscript that I can be contacted for materials",,"It was too time consuming,It was too difficult,I was nervous that someone would discover a mistake,I was unfamiliar with the practice,I didn't know of a suitable registry,I was worried it would reduce publishability of my findings ,I won't be credited for it",,"No, there were not original materials to share",0,10,20,40,20,10,3,1,4,2,5,7,6,"Lack of knowledge of open science practices,Too time consuming/lack of support,I did not want to share my ideas/data,Lack of knowledge of suitable registries,It did not seem relevant ",2,3,6,5,4,1,2,3,6,5,4,1,Journal publication or scholarly work,,"Training from professional organizations,Training from your institution,Colleague or peer",,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,White,,Transgender woman,,Basic researcher,,University,,Assistant Professor ,,3,16,I mainly conduct single-case design research,
5/1/24 12:11,5/1/24 12:35,IP Address,100,1454,TRUE,5/1/24 12:35,R_7r9CrsGQv6cCS4y,anonymous,EN,0.899999976,Agree,"I am aware of open science, but have not used open science practices in my research",8,,,,,Very much in favor,Moderate,76,2009,Yes,I didn’t perceive my field to be in favor of this,,56,0,0,0,56,44,Very much in favor,High,76,2010,I didn't know of a suitable registry,,Yes,80,0,0,0,70,30,Very much in favor,High,76,2011,It was too time consuming,,Yes,70,0,0,0,60,40,,,,,,,,,,0,0,0,30,70,,,,,,,,Too time consuming/lack of support,3,4,2,5,1,6,2,1,5,3,4,6,Social media,,Mentor or advisor,,Strongly agree,Strongly agree,,,,,Black or African American,,Transgender man,,Applied researcher,,University,,Industry Researcher,,11,679,I mainly conduct systematic reviews and meta-analyses,
5/1/24 13:09,5/1/24 13:16,IP Address,100,434,TRUE,5/1/24 13:16,R_5eJA63da8JSTsbu,anonymous,EN,0.800000012,Agree,"I am aware of open science, but have not used open science practices in my research",8,8,8,8,8,Against,Moderate,0,0,No,,,15,0,20,60,20,0,Against,Moderate,0,0,"It was too time consuming,I didn't want others to use my plans for their own research,It didn't seem relevant for my work,I didn't think it was important,Other (explain below)",silly,No,5,0,5,90,5,0,"Neither in favor nor against (i.e., neutral)",Moderate ,0,0,"The data were proprietary, or access was restricted,It was too time consuming,I didn't want others to use the data for their own research,The data were too difficult to anonymize (human subjects),I didn’t perceive my field to be in favor of this,I didn’t want to lose control over how the data were used",,No,15,0,7.5,85,7.5,0,In favor,10,2015,"Supplemental materials,Comment in the manuscript that I can be contacted for materials",,,,Yes,50,0,10,30,60,0,4,3,2,6,1,7,5,"Too time consuming/lack of support,I did not want to share my ideas/data,Lack of knowledge of suitable registries,It did not seem relevant ",1,3,5,6,2,4,2,3,6,5,1,4,"Journal publication or scholarly work,Social media",,"Journal publication or scholarly work,Journal club",,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,White,,Cisgender man,,Applied researcher,,University,,Associate Professor,,15,80,I mainly conduct single-case design research,
5/1/24 13:10,5/1/24 13:22,IP Address,100,747,TRUE,5/1/24 13:22,R_2bKv002ENUmzY7K,anonymous,EN,0.899999976,Agree,"I am aware of open science, but have not used open science practices in my research",10,9,10,9,2,"Neither in favor nor against (i.e., neutral)",Low,0,0,No,,,10,5,10,60,20,5,"Neither in favor nor against (i.e., neutral)",Low,0,0,"It was too time consuming,I was unfamiliar with the practice,I didn't think it was important",,No,5,5,20,60,10,5,"Neither in favor nor against (i.e., neutral)",Low,0,0,"It was too time consuming,The data were too difficult to anonymize (human subjects),I was unfamiliar with the practice,I didn’t want to lose control over how the data were used,I didn't want to be asked questions about using data,I didn't know of a suitable repository,It didn't seem relevant for my work,I didn’t think it was important",,No,5,5,10,60,20,5,In favor,10,2000,"Supplemental materials,Comment in the manuscript that I can be contacted for materials",,"It was too time consuming,It was too difficult",,Yes,40,0,0,20,30,50,1,2,5,3,4,7,6,"Lack of knowledge of open science practices,Too time consuming/lack of support",3,6,1,2,4,5,1,6,2,3,4,5,Colleague or peer,,"Conference presentation or workshop,Journal publication or scholarly work,Training from professional organizations,Colleague or peer,Online webinar, blog, or podcast,Journal club",,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Prefer not to say,,Prefer not to say,,Applied researcher,,University,,Other (please explain),Administrator,15,75,I mainly conduct single-case design research,
5/1/24 14:15,5/1/24 14:28,IP Address,100,763,TRUE,5/1/24 14:28,R_1BkvXBdYsIyS3HZ,anonymous,EN,0.800000012,Agree,I have some experience with open science practices,8,9,9,8,7,In favor,Moderate,4,2023,No,,,15,0,25,0,60,15,"Neither in favor nor against (i.e., neutral)",Moderate,0,0,"It was too time consuming,It was too difficult,I didn't think it was important",,No,10,20,40,15,20,5,In favor,Moderate ,4,2023,"It was too time consuming,I didn't want to be asked questions about using data",,Yes,10,0,20,40,25,15,"Neither in favor nor against (i.e., neutral)",3,2013,"Supplemental materials,Comment in the manuscript that I can be contacted for materials,Repository",,"It was too time consuming,It was too difficult",,Yes,10,20,50,20,10,0,3,1,2,5,6,7,4,"Lack of knowledge of open science practices,Too time consuming/lack of support,Lack of knowledge of suitable registries",1,4,2,3,5,6,1,3,2,4,5,6,Colleague or peer,,"Mentor or advisor,Colleague or peer",,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,White,,Cisgender man,,Basic researcher,,University,,Professor,,45,160,I mainly conduct group design research,
5/1/24 14:57,5/1/24 15:09,IP Address,100,698,TRUE,5/1/24 15:09,R_3BLp4HG07BdyXYJ,anonymous,EN,1,Agree,I have some experience with open science practices,4,1,10,8,3,Against,Moderate,0,0,No,,,20,5,45,30,15,5,Very much against,Low,0,0,"It was too time consuming,I didn't want others to use my plans for their own research,I didn't perceive my field to be in favor of this,I didn't know of a suitable registry,It didn't seem relevant for my work,I was worried it would reduce publishability of my findings ",,No,10,10,40,30,10,10,"Neither in favor nor against (i.e., neutral)",Moderate ,0,0,"I didn't want others to use the data for their own research,The data were too difficult to anonymize (human subjects),I didn't know of a suitable repository,It didn't seem relevant for my work",,No,40,15,25,35,20,5,In favor,12,2018,"Supplemental materials,Comment in the manuscript that I can be contacted for materials",,I won't be credited for it,,Yes,65,5,10,20,45,20,1,4,2,5,7,6,3,"Lack of knowledge of open science practices,Lack of knowledge of suitable registries",3,1,6,2,5,4,4,1,6,5,3,2,"Conference presentation or workshop,Journal publication or scholarly work,Training from professional organizations,Training from your institution,Colleague or peer,Social media",,"Training from your institution,Mentor or advisor,Colleague or peer",,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,White,,Cisgender woman,,Applied researcher,,University,,Assistant Professor ,,6,25,Other (Please explain),I conduct a mix of research designs
5/1/24 15:38,5/1/24 15:46,IP Address,100,466,TRUE,5/1/24 15:46,R_12Mxybo965xZZ9h,anonymous,EN,1,Agree,I have some experience with open science practices,8,6,,7,5,In favor,Moderate,0,0,No,,,5,0,5,90,5,0,In favor,Moderate,0,0,"It was too time consuming,It was too difficult,I didn't think it was important,I won't be credited for it,Other (explain below)","There are reason not to, but no real contingencies to encourage it",No,1,0,5,90,5,0,Very much in favor,Moderate ,7,2012,It was too time consuming,,Yes,5,0,5,80,15,0,In favor,5,2012,Supplemental materials,,,,"No, there were not original materials to share",5,0,5,90,5,0,3,2,4,5,6,7,1,"Too time consuming/lack of support,Lack of knowledge of suitable registries,Lack of direct benefit to me",2,3,4,5,6,1,2,3,4,5,6,1,"Journal publication or scholarly work,Social media",,,,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,White,,Cisgender man,,Basic researcher,,University,,Assistant Professor ,,1,19,Other (Please explain),I mainly conducted mixed designs (groups with single-subject elements)
5/1/24 12:48,5/1/24 16:27,IP Address,100,13152,TRUE,5/1/24 16:27,R_38HXyiHdXSANDPy,anonymous,EN,1,Agree,I have some experience with open science practices,10,10,10,9,9,Very much in favor,Moderate,25,2012,No,,,90,0,10,40,30,20,In favor,Moderate,1,2022,Other (explain below),"Preregistration is most applicable to hypothetico deductive research, and that is not always the approach I use. ",No,25,10,15,50,15,10,In favor,Moderate ,20,2010,"The data were proprietary, or access was restricted,It was too time consuming,I didn’t perceive my field to be in favor of this,I didn’t want to lose control over how the data were used,I didn't know of a suitable repository",,Yes,75,5,15,40,30,10,Very much in favor,5,2010,"Supplemental materials,Comment in the manuscript that I can be contacted for materials,Repository",,"I was nervous that someone would discover a mistake,I didn't know of a suitable registry,My collaborators were opposed to doing it,I won't be credited for it",,Yes,85,0,15,40,30,15,5,1,6,2,7,4,3,"Too time consuming/lack of support,Lack of knowledge of suitable registries,Opposition from collaborators ,Lack of direct benefit to me",4,6,5,2,1,3,3,1,4,5,6,2,"Conference presentation or workshop,Journal publication or scholarly work,Colleague or peer,Online webinar, blog, or podcast",,"Conference presentation or workshop,Journal publication or scholarly work,Colleague or peer",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,White,,Cisgender woman,,Basic researcher,,University,,Assistant Professor ,,4,44,I mainly conduct single-case design research,
5/1/24 16:39,5/1/24 16:47,IP Address,100,505,TRUE,5/1/24 16:47,R_49o6Gghzd6GsRNf,anonymous,EN,0.600000024,Agree,"Until now, I was unaware of open science practices",8,7,7,6,7,In favor,Moderate,80,2003,Yes,I was nervous that someone would discover a mistake,,78,0,0,0,50,50,Very much in favor,High,89,2003,It was too time consuming,,Yes,89,0,0,0,60,40,,,,,,,,,0,0,0,30,70,Very much in favor,78,2010,Supplemental materials,,It was too time consuming,,Yes,78,0,0,0,57,43,3,1,5,4,2,7,6,"Too time consuming/lack of support,Opposition from collaborators ",4,6,1,5,3,2,3,2,5,1,4,6,Training from your institution,,Social media,,Strongly agree,Strongly agree,,,,,White,,Transgender man,,Translational researcher,,Non-Clinical Industry,,Industry Researcher,,17,780,I mainly conduct group design research,
5/1/24 16:51,5/1/24 17:00,IP Address,100,519,TRUE,5/1/24 17:00,R_2xR7WIoqvqOFH4q,anonymous,EN,0.800000012,Agree,"I am aware of open science, but have not used open science practices in my research",7,8,7,8,8,Very much in favor,High,90,2009,Yes,I didn’t want to dilute attention to the scholarly work when it was published ,,79,0,0,0,80,20,Very much in favor,High,58,2012,I didn't want others to use my plans for their own research,,Yes,77,0,20,0,0,80,Very much in favor,High,57,2013,The data were too difficult to anonymize (human subjects),,Yes,89,0,0,0,45,55,,,,,,,,,,0,0,0,20,80,3,1,5,6,2,7,4,Lack of knowledge of suitable registries,3,4,6,2,5,1,3,5,6,1,4,2,"Online webinar, blog, or podcast",,"Online webinar, blog, or podcast",,Strongly agree,,,,,,Black or African American,,Transgender man,,Translational researcher,,University,,Industry Researcher,,20,678,I mainly conduct systematic reviews and meta-analyses,
